ear tag,genotype,Cage,cage.size,sex,DOB,date,experiment week,age (weeks),HFD (Y/N),food initial (g),food final (g),food eaten per mouse,Notes,calorie.intake,,,,
6441,fl/fl;+/+,5997,1,M,5/30/2018,7/31,6,9,N,278.6,350.8,71.2,*,207.192,,,,FALSE
6431,fl/fl;tg/+,6006,1,M,6/4/2018,7/31,6,8,N,277.6,353.6,73.1,*,212.721,,,,FALSE
6444,fl/fl;+/+,5998,1,F,5/30/2018,7/31,6,9,N,300.2,349.7,49.1,,142.881,,,,FALSE
6525,fl/fl;tg/+,3338,1,M,6/25/2018,7/31,3,5,N,321.5,351.6,28.8,,83.808,,,,FALSE
6544,fl/fl;+/+,3339,1,F,6/25/2018,7/31,3,5,N,,,,,0,,,,FALSE
6593,fl/fl;tg/+,3345,3,M,6/26/2018,7/31,3,5,N,245.0,352.1,35.4,,102.917,,,,FALSE
6587,fl/fl;tg/+,3345,3,M,6/26/2018,7/31,3,5,N,245.0,352.1,35.4,,102.917,,,,FALSE
6586,fl/fl;tg/+,3345,3,M,6/26/2018,7/31,3,5,N,245.0,352.1,35.4,,102.917,,,,FALSE
6595,fl/fl;+/+,3346,2,F,6/26/2018,7/31,3,5,N,290.4,351.8,30.1,,87.591,,,,FALSE
6588,fl/fl;+/+,3346,2,F,6/26/2018,7/31,3,5,N,290.4,351.8,30.1,,87.591,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,7/31,2,4,N,235.7,351.9,38.5,,112.132,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,7/31,2,4,N,235.7,351.9,38.5,,112.132,,,,FALSE
3351,fl/fl;+/+,3351,3,M,7/1/2018,7/31,2,4,N,235.7,351.9,38.5,,112.132,,,,FALSE
3352,fl/fl;tg/+,6589,1,F,6/29/2018,7/31,2,5,N,318.3,359.7,33.2,,96.612,,,,FALSE
1640,fl/fl;+/+,0155,1,M,2/7/2018,8/7/2018,14,26,N,331.5,364.7,19.1,,55.581,,,,FALSE
1860,fl/fl;+/+,5753,1,M,3/26/18,8/7/2018,14,19,N,329.5,347.3,20.6,,59.946,,,,FALSE
1966,fl/fl;tg/+,0111,2,F,3/30/18,8/7/2018,14,19,N,276.3,351.5,38.8,,112.908,,,,FALSE
1967,fl/fl;tg/+,0111,2,F,3/30/18,8/7/2018,14,19,N,276.3,351.5,38.8,,112.908,,,,FALSE
6083,fl/fl;tg/+,0156,1,F,4/8/18,8/7/2018,14,17,N,323.1,349.2,28.5,,82.935,,,,FALSE
6084,fl/fl;+/+,0157,1,F,4/8/18,8/7/2018,14,17,N,252.1,348.2,102.2,*,297.402,,,,FALSE
